title,label,description,detail,date
IoT Platform - Supports Unique-certificate-per-product Authentication Whitelist,Experience Enhancements,IoT Platform can use the unique-certificate-per-product method to authenticate devices without the need to import a device whitelist in advance. This allows you to connect devices to IoT Platform in an efficient manner.,"1. When IoT Platform uses a unique-certificate-per-product whitelist to authenticate devices, you must enable the dynamic registration feature at the product level. After you enable the feature, you do not need to pre-register devices. A device SDK allows devices to automatically obtain identities. You can write these certificates to devices.
2. IoT Platform allows you to manage client IDs. If IoT Platform detects multiple connections from the same device with multiple client IDs, it indicates that the identity of the device leaked and are being used for malicious purposes. IoT Platform allows you to send security alerts, add client IDs to a whitelist, and remove client IDs from the whitelist. This ensures that only devices with secure and trusted client IDs can connect to IoT Platform.
3. You must use an SDK that is integrated with DAS. This allows you to connect devices to IoT Platform by using a unique-certificate-per-product whitelist to authenticate the devices. DAS is provided by IoT Platform and used to control risks due to security events that occur on devices. You must bear the liability of security risks due to the failed integration of DAS.",Jul 13 2020
IoT Platform - Device Classification Is Available,New Features,The device classification feature is available. You can use the feature to distribute and authorize devices.,"Target customers: device supplies or operators who must implement cross-region, cross-instance, and cross-account device distribution, and cross-account authorization.
Features released: 1. The device distribution feature allows you to distribute devices across multiple regions, instances, and accounts. The feature also allows you to connect devices to a new endpoint by using a bootstrap server.
2. The device authorization feature allows you to delegate the authorization of a device from an account to a different account. The grantee account can manage the device, excluding the permissions to delete the device or perform a firmware update on the device. The grantor account can revoke the authorization at any time.",Jul 13 2020
IoT Platform - Update SDKs for AMQP Service Subscription,Experience Enhancements,SDK for PHP and SDK for Python that you can use to configure AMQP service subscription are updated.,"1. Use SDK for PHP to configure AMQP service subscription through STOMP.
2. Use SDK for Python to configure AMQP service subscription through STOMP.",Jul 13 2020
IoT Platform - Supports End Time Setting for Firmware Updates,New Features,You can specify an end time for a firmware update.,"You can specify an end time for a static firmware update. If the end time is not specified, the firmware update keeps running.",Jul 13 2020
IoT Platform - Supports Export Logs to Log Service,New Features,You can export device operations logs to Log Service.,"Target customers: users who must export the operations logs of IoT Platform to Log Service and analyze these operations logs. 
Features released: 1. You can export device operations logs to Log Service and set a custom retention period.
2. The maintenance dashboard feature is available. The maintenance dashboard provides real-time data and metrics about devices based on operations logs.",Jul 13 2020
Alibaba Cloud DNS - Alibaba Cloud Public DNS Console Released,New Features,"The console of Alibaba Cloud public DNS is released. It provides recursive resolution and report services over HTTP and HTTPS and ensures fast, secure, and stable network access.","Target customers: Common users: Alibaba Cloud public DNS is suitable for all Internet users who want to accelerate network access and protect their personal privacy.
Enterprise users: Various terminal providers such as browsers, mobile terminals, and IoT devices can access Alibaba Cloud public DNS to accelerate network access and prevent domain hijacking.
Features released: 1. Networkwide basic DNS resolution: Alibaba Cloud public DNS can resolve domain names that are registered with either Alibaba Cloud or a third-party service provider. This service allows access over UDP, HTTP, or HTTPS.
2. Accelerated domain name access: Alibaba Cloud public DNS reduces recursive resolution and allows requests for domain name access to be directly sent to the authoritative DNS server. A total of 16 DNS cluster nodes are deployed all over the world, which allows users to access the nearest nodes with low latency. This service supports fast updates of resolution results. The recursive DNS server of Alibaba Cloud public DNS and the authoritative DNS server of Alibaba Cloud DNS update the resolution results at the same time to make the resolution results take effect in seconds.
3. Anti-hijacking: This service bypasses local DNS servers of Internet service providers (ISPs) to avoid domain hijacking. Anti-DDoS capabilities are provided to protect end users against DDoS attacks.
4. User privacy protection: Both the DNS over TLS (DoT) and DNS over HTTPS (DoH) protocols are supported. The two protocols are developed based on Transport Layer Security (TLS), which is used to ensure secure communications between users and HTTPS-based websites.
5. An Alibaba Cloud public DNS SDK for Android is provided for you to download. This achieves fast access to Alibaba Cloud public DNS.
6. Both IPv4 and IPv6 addresses are supported.
7. Rich report logs: All users who log on to the console of Alibaba Cloud public DNS can view information in log reports, such as the number of requests and access information.",Jul 15 2020
ApsaraDB for POLARDB - Allows to Add Multiple Read-only Nodes at A Time,New Features,PolarDB for MySQL allows you to add multiple read-only nodes to a cluster at a time.,"Target customers: users of PolarDB for MySQL, especially those who require quick scaling out.
Features released: You can add up to 15 read-only nodes to a cluster at a time.",Jul 28 2020
ApsaraDB for POLARDB - PolarDB for MySQL 5.7 Is in Public Preview,New Features,PolarDB for MySQL 5.7 is in public preview. New users can use Data Transmission Service (DTS) to migrate data to PolarDB online.,"Target customers: users of PolarDB for MySQL 5.7.
Features released: PolarDB for MySQL 5.7 is now released. PolarDB for MySQL supports all versions of MySQL.",Jul 28 2020
ApsaraDB for Redis - Fixes the Issue Caused by Excessive IP Addresses in An ECS Security Group,New Features,,"Before this release, excessive IP addresses in an Elastic compute service (ECS) security group have caused the ApsaraDB for Redis service to be temporarily unavailable. The new upgrade has fixed this issue and removed the restriction on the number of IP addresses in an ECS security group.",Jul 29 2020
ApsaraDB for Redis - Supports TLS Minimum Version Selection in SSL Settings,New Features,"To enhance security, ApsaraDB for Redis now allows you to select the TLS minimum version for an instance.","Target customers: users who require high security for cloud database services.
Features released: ApsaraDB for Redis now allows you to select the TLS minimum version for an instance to enhance security. The default TLS minimum version is TLS 1.0. You can select a version based on security compliance requirements of your business. For more information, see the documentation of ApsaraDB for Redis.",Jul 28 2020
"Log Service - Supports Integration with ActionTrail and Import of Operations Logs of ECS, RDS, and OSS",New Features,"Log Service is integrated with ActionTrail. You can import operations logs of ECS instances, RDS instances, and OSS buckets to Log Service.","Target customers:1. Users who need to track operations logs of cloud services and analyze the cause of asset changes.
2. Users who need to view operations logs of cloud services in near real time and audit the logs or implement deeper analysis of the logs.
Features released: 1. Log Service is integrated with ActionTrail. You can import operations logs of ECS instances, RDS instances, and OSS buckets to Log Service in near real time and query the logs.
2. You can import operations logs of disks in ECS instances, OSS buckets, and RDS instances.",Jul 22 2020
ApsaraDB for MySQL - Supports Single-digit Second Backup,Experience Enhancements,ApsaraDB RDS for MySQL with enhanced SSDs (ESSDs) now supports single-digit second backup.,"Target customers: ApsaraDB RDS for MySQL users in scenarios where quick backups are required, for example, database backup before urgent releases.
Features released: ApsaraDB RDS for MySQL with ESSDs now supports single-digit second backup.",Jul 28 2020
ElasticSearch - Supports One-Click Index Data Migration,New Features,The one-click index data migration feature allows you to migrate or reindex data between Alibaba Cloud Elasticsearch clusters. It also allows you to migrate data with one click from a user-created Elasticsearch cluster that is hosted on an Elastic Compute Service (ECS) instance to an Alibaba Cloud Elasticsearch cluster.,"Target customers: some regions in mainland China. The feature will be available soon for more regions and versions.
Features released: Alibaba Cloud Elasticsearch provides the one-click index data migration feature. This feature allows you to migrate or reindex data between Alibaba Cloud Elasticsearch clusters. It also allows you to migrate data with one click from a user-created Elasticsearch cluster that is hosted on an ECS instance to an Alibaba Cloud Elasticsearch cluster.",Jul 28 2020
ElasticSearch - Supports High Write Availability (Public Preview),New Features,Alibaba Cloud Elasticsearch provides the high write availability feature. It uses the asynchronous data write mode to achieve read/write splitting. This feature is in the public preview stage.,"Target customers: some regions in mainland China.
Features released: Alibaba Cloud Elasticsearch provides the high write availability feature. This feature uses the asynchronous data write mode to achieve read/write splitting. It also uses asynchronous data processing to implement throttling and ensure high data availability and write stability.
",Jul 24 2020
ElasticSearch - V7.7 Released,New Features,Alibaba Cloud Elasticsearch V7.7 is released. You can deploy Elasticsearch V7.7 with one click. Elasticsearch V7.7 enables low-cost and high-performance full-text search and comprehensive operations and maintenance (O&M) analysis.,"Target customers: Alibaba Cloud Elasticsearch users.
Features released: Alibaba Cloud Elasticsearch V7.7 has significant improvements in observability, security, and search. Workplace Search is now generally available, bringing a modern and unified search experience to all your work content. Elastic Stack also launches a fully reimagined alerting framework that brings new alerting experiences across Kibana. Elastic APM adds service maps, deepening system observability by providing a clear view of how services are interconnected. Elastic SIEM introduces an embedded case management workflow, including integration with ServiceNow.",Jul 21 2020
ElasticSearch - Available in the UK (London) Region,New Zones\Regions,,Alibaba Cloud Elasticsearch and Logstash are available in the UK (London) region. You can create Elasticsearch and Logstash clusters in the Elasticsearch console as needed.,Jul 21 2020
ApsaraDB for SQL Server - Supports the Creation of an SA account,New Features,ApsaraDB RDS for SQL Server allows you to create a sysadmin account to seamlessly connect your software systems to ApsaraDB RDS for SQL Server.,"Target customers: enterprises that use customer relationship management and enterprise resource planning systems.
Features released: ApsaraDB RDS for SQL Server allows you to create an account named SA with sysadmin permissions. SA can be used as a SQL keyword. You can seamlessly connect your software systems to ApsaraDB RDS for SQL Server.",Jul 22 2020
MaxCompute - Data Encryption Is in the Public Preview Phase in the Malaysia (Kuala Lumpur) and Indonesia (Jakarta) Regions,New Features,MaxCompute allows you to use Alibaba Cloud Key Management Service (KMS) to encrypt data. Bring Your Own Key (BYOK) is supported. This enhances cloud data security and meets data protection and compliance requirements.,"Target customers: 1. Enterprises with industry compliance requirements, such as those in the financial industry. 2. Enterprises that are concerned about static data protection on the cloud. 3. Enterprises that have unified security and compliance requirements for their global branches.
Features released: When you create a MaxCompute project, you can enable the data encryption feature for the project. You can use the default key provided by MaxCompute or your own encryption key to encrypt data. AES256, AES128, and RC4 encryption algorithms are supported.
After you enable the data encryption feature, the system automatically uses KMS to encrypt and decrypt data. All operations are transparent to you so that you can still use the data.
",Jul 24 2020
MaxCompute - Provides Built-in Aggregate Functions,New Features,"MaxCompute provides built-in aggregate functions, such as APPROX_DISTINCT, ANY_VALUE, ARG_MAX, and ARG_MIN.","Target customers: developers.
Features released: MaxCompute provides built-in aggregate functions, such as APPROX_DISTINCT, ANY_VALUE, ARG_MAX, and ARG_MIN.
APPROX_DISTINCT(value) returns the approximate number of distinct values.
ANY_VALUE(value) returns a single non-deterministic value from the specified value range.
ARG_MAX(valueToMaximize, valueToReturn) returns the value of the column specified by valueToReturn that corresponds to the row in which the maximum value of the column specified by valueToMaximize is located.
ARG_MIN(valueToMinimize, valueToReturn) returns the value of the column specified by valueToReturn that corresponds to the row in which the minimum value of the column specified by valueToMinimize is located.",Jul 24 2020
MaxCompute - More Data Types Supported by Python UDFs,New Features,Python 2 and Python 3 user-defined functions (UDFs) support more data types.,"Target customers: developers.
Features released: Python 2 and Python 3 UDFs now support DECIMAL in both the MaxCompute V1.0 and MaxCompute V2.0 data type editions. These UDFs also support complex data types (ARRAY, MAP, and STRUCT) and the nesting of complex data types. The UDFs contain user-defined scalar functions, user-defined table-valued functions (UDTFs), and user-defined aggregate functions (UDAFs).
Python UDFs now support the following data types: DECIMAL in both the MaxCompute V1.0 and MaxCompute V2.0 data type editions, BIGINT, STRING, DOUBLE, BOOLEAN, and DATETIME. These UDFs also support complex data types (ARRAY, MAP, and STRUCT) and the nesting of complex data types.
If you call Python 3 UDFs, such as get_cache_table, to read reference tables, the following data types are supported: DECIMAL in both the MaxCompute V1.0 and MaxCompute V2.0 data type editions, BIGINT, STRING, DOUBLE, BOOLEAN, DATETIME, FLOAT, CHAR, VARCHAR, BINARY, DATE, ARRAY, MAP, and STRUCT.
",Jul 24 2020
MaxCompute - Supports SQL Functions,New Features,MaxCompute SQL allows you to use SQL functions.,"Target customers: developers.
Features released: MaxCompute UDFs support Java and Python. Some UDFs can be directly implemented by SQL. Therefore, MaxCompute supports SQL functions. This eliminates the need for complex operations, such as compiling Java UDFs, adding resources, and creating functions. This also improves the readability and reuse rate of SQL code.
MaxCompute SQL allows you to use SQL functions. The following functions can be used as input parameters of SQL functions: built-in functions, UDFs, and SQL functions. Anonymous functions can also be used as input parameters of SQL functions.
SQL functions allow you to express business logic more flexibly, which makes up for the disadvantage that UDFs can only be written in Java or Python.",Jul 24 2020
MaxCompute - Supports Code-embedded UDFs,New Features,Code-embedded user-defined functions (UDFs) in MaxCompute allow you to write Java or Python code in SQL scripts.,"Target customers: developers.
Features released: Code-embedded UDFs allow you to embed Java or Python code into SQL scripts. You can place SQL scripts and third-party code lines in one source code file. This simplifies the usage of user-defined types (UDTs) or UDFs and facilitates daily development and maintenance.
When you compile a script, the compiler identifies and extracts embedded code, compiles the code in Java, and dynamically generates resources. Then, the compiler creates temporary functions to register functions. This way, you can complete a series of operations by using one SQL script, such as compiling Java code, adding resources, and creating functions.
Code-embedded UDFs enable maintenance personnel to view the internal implementation logic of third-party code that includes UDFs and quickly find the source code for JAR packages.

",Jul 24 2020
Anti-DDoS Pro - Supports Interaction Between Anti-DDoS Premium or Anti-DDoS Pro and Global Accelerator in V7.3.3.0,New Features,"The feature of interaction between Anti-DDoS Premium or Anti-DDoS Pro and Global Accelerator is supported. When Global Accelerator suffers DDoS attacks, the feature redirects the traffic to Anti-DDoS Pro or Anti-DDoS Premium for scrubbing to mitigate the attacks.","Target customers: Global Accelerator users
Features released: If no DDoS attacks occur, Global Accelerator provides accelerated access. If Global Accelerator suffers DDoS attacks, the feature redirects the traffic to Anti-DDoS Pro or Anti-DDoS Premium for scrubbing to mitigate the attacks.",Aug 04 2020
ApsaraDB for POLARDB - Available in Japan (Tokyo) Zone B,New Zones\Regions,,PolarDB for MySQL is now available in Japan (Tokyo) Zone B.,Aug 06 2020
ApsaraDB for POLARDB - Available in China (Shenzhen) Zone D,New Zones\Regions,,PolarDB for MySQL is now available in China (Shenzhen) Zone D.,Aug 06 2020
ApsaraDB for POLARDB - Available in the UK (London) Region,New Zones\Regions,,PolarDB for MySQL is now available in the UK (London) region.,Aug 15 2020
Elastic Compute Service - Supports Diagnosis,New Features,"ECS now supports the diagnosis service to help users find causes of and solve common issues related to ECS instances, significantly accelerating the procedure to solve the issues.","Target customers: users with low annual consumption.
Features released: ECS now supports the diagnosis service. You can use the automated diagnosis tool to find causes of and solve common issues related to ECS instances. This significantly accelerates the procedure to solve the issues. The common issues include failures to connect to ECS instances, failures to start ECS instances, CPU performance exceptions, and network jitters.",Aug 19 2020
Container Service for Kubernetes - Supports Common Templates of OOS to Improve Node O&M,New Features,You can use common templates of Operation Orchestration Service (OOS). This allows you to improve operations and maintenance (O&M) for the nodes that run in your Kubernetes clusters.,"Target customers: all users of Container Service for Kubernetes.
Features released: you can use common templates of OOS. This allows you to improve O&M for the nodes that run in your Kubernetes clusters.
",Jul 31 2020
Container Service for Kubernetes - Available in Indonesia (Jakarta) and Japan (Tokyo),New Zones\Regions,,Alibaba Cloud Container Service for Kubernetes (ACK) is available in Indonesia (Jakarta) and Japan (Tokyo).,Jul 31 2020
Container Service for Kubernetes - Supports Shared VPC Networks Used to Create Clusters,New Features,You can enable shared Virtual Private Cloud (VPC) networks when you create Kubernetes clusters.,"Target customers: enterprises and other users of shared VPC networks.
Features released: you can enable shared VPC networks when you create Kubernetes clusters.
",Jul 31 2020
Container Service for Kubernetes - Professional Managed Clusters Available in Public Preview,New Releases,,"Target customers: 1. Internet enterprises that have high requirements to deploy workloads in large-scale production environments. The requirements include high security, stability, and observability.
2. Big data computing enterprises that run clusters with high stability, performance, and efficiency to implement large-scale data computing, high-performance data processing, and high elasticity.
3. International enterprises that attach great importance to security, privacy, and SLAs with indemnification clauses. This applies when enterprises run a business in China.
4. Financial enterprises that require SLAs with indemnification clauses.
Features released: Professional managed clusters of Alibaba Cloud Container Service for Kubernetes (ACK) are developed based on managed clusters of ACK. Professional managed clusters provide improved reliability and security for deployment in large-scale production environments. This type of cluster supports a service-level agreement (SLA) that includes indemnification clauses.
1. Reliable managed master nodes: Each API server supports auto scaling and ensures smooth scaling of clusters with a large number of nodes. etcd supports disaster recovery, backup, and manual recovery. etcd uses the hot standby mechanism to ensure the availability of cluster databases. Key metrics of control components are visualized to analyze results and prevent risks.
2. Secure clusters: In the control plane, etcd uses encrypted storage by default. In the data plane, the KMS plug-in can be installed to enable secrets encryption at rest. Security management is supported to enable comprehensive security detection and automatic recovery for running containers.
3. Intelligent scheduling: kube-scheduler provides enhanced scheduling performance and supports multiple intelligent scheduling algorithms. It can be used to schedule neural processing unit (NPU) resources. It can also be used to optimize container scheduling capabilities in scenarios, such as large-scale data computing and high-performance data processing.
4. SLA guarantee: An SLA that includes indemnification clauses is supported to guarantee 99.95% availability for each API server.
5. Supported billing methods include:
Pay-as-you-go: USD 0.09/hour per cluster
Subscription: USD 48.96/month per cluster",Jul 31 2020
Container Service for Kubernetes - CCM Version 1.9.3.309-gc59d371-aliyun Released,New Features,The cloud controller manager (CCM) version 1.9.3.309-gc59d371-aliyun has been released.,"Target customers: all users of Alibaba Cloud Container Service for Kubernetes (ACK)
Features released: the CCM version 1.9.3.309-gc59d371-aliyun has been released.
1. You can enable deletion protection for Server Load Balancer (SLB) instances. By default, this feature is enabled for new SLB instances.
2. You can enable the configuration read-only mode for SLB instances. By default, this feature is enabled for new SLB instances.
3. You can specify the resource group to which the SLB instance belongs when you create a service.
4. You can specify the SLB instance name when you create a service.
5. Each pod that is created based on the Terway network plug-in is associated with a backend service of an SLB instance when you create a service.",Jul 31 2020
Container Service for Kubernetes - Supports the Security Module for PSPs and Inspections Features,New Features,Container Service for Kubernetes provides the Security module. You can use this module to configure pod security policies (PSPs) and inspections for Kubernetes clusters.,"Target customers: all users of Container Service for Kubernetes.
Features released: Container Service for Kubernetes provides the Security module. You can use this module to configure PSPs and inspections for Kubernetes clusters.
",Jul 31 2020
Container Service for Kubernetes - Cluster Registration Available in Public Preview,New Features,"The cluster registration feature is available in public preview. To register a cluster, log on to the Container Service Kubernetes console, go to the Clusters page, and then click Register Cluster.","Target customers: users of hybrid clouds and on-premises data centers.
Features released: the cluster registration feature is available in public preview.
",Jul 31 2020
ApsaraDB for POLARDB - Available in the Australia (Sydney) Region,New Zones\Regions,,PolarDB for MySQL is now available in the Australia (Sydney) Region.,Aug 21 2020
ApsaraDB for POLARDB - Available in the China (Qingdao) Region,New Zones\Regions,,PolarDB for MySQL is now available in the China (Qingdao) Region.,Aug 21 2020
ApsaraDB for PostgreSQL - Supports Elasticsearch Indexes,New Features,ApsaraDB RDS for PostgreSQL 11 supports the index feature of open source Elasticsearch. You can create indexes in an ApsaraDB RDS for PostgreSQL instance to accelerate queries.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: ApsaraDB RDS for PostgreSQL 11 supports the index feature of Elasticsearch. You can create indexes in an ApsaraDB RDS for PostgreSQL instance to accelerate queries.
Data is automatically written to Elasticsearch and indexes are created without having to manually synchronize data between ApsaraDB RDS for PostgreSQL and Elasticsearch. When you query data from RDS, query conditions are automatically sent to and retrieved by Elasticsearch.
This feature can be used to accelerate full-text queries, fuzzy queries, and union queries of multiple fields.",Aug 26 2020
ApsaraDB for PostgreSQL - Supports the TimescaleDB Plug-in to Use Time Series Tables,New Features,ApsaraDB RDS for PostgreSQL 12 supports the TimescaleDB plug-in to use time series tables and improve the write performance of time series data.,"Target customers: IoT and Internet users in web feed, user behavior, and log scenarios.
Features released: ApsaraDB RDS for PostgreSQL 12 supports the TimescaleDB plug-in to use time series tables and improve the write performance of time series data.",Aug 26 2020
ApsaraDB for PostgreSQL - Supports the pg_bigm Plug-in to Accelerate Fuzzy Searches,New Features,ApsaraDB RDS for PostgreSQL 12 now supports the pg_bigm plug-in to perform fuzzy searches for any character set and accelerate fuzzy searches for Chinese characters by using indexes.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: ApsaraDB RDS for PostgreSQL 12 now supports the pg_bigm plug-in to perform fuzzy searches for any character set and any character length within milliseconds.",Aug 26 2020
ApsaraDB for PostgreSQL - Supports SQL Firewall,New Features,"ApsaraDB RDS for PostgreSQL 10, 11, and 12 support the SQL firewall feature to protect against dangerous SQL execution.","Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: ApsaraDB RDS for PostgreSQL 10, 11, and 12 support the SQL firewall feature to protect against dangerous SQL execution. The SQL firewall provides a variety of modes suited for different scenarios. In learning mode, the firewall saves the SQL statements executed by databases as the firewall rules. In permissive mode, SQL statements that do no conform to the firewall rules can be executed and the firewall records an alert. In enforcing mode, SQL statements that do not conform to the rules cannot be executed.",Aug 26 2020
Virtual Private Cloud - Network ACL Released,New Features,"The network access control list (ACL) feature is available in China (Hohhot), China (Chengdu), Indonesia (Jakarta), UK (London), India (Mumbai), and China (Heyuan).","Target customers: all VPC users.
Features released: Network access control list (ACL) is a feature provided by Virtual Private Cloud (VPC). It allows you to manage network access permissions. You can customize the rules of a network ACL and associate the network ACL with a VSwitch. This allows you to control inbound and outbound traffic of Elastic Compute Service (ECS) instances that are connected to the VSwitch. The network ACL feature is available in China (Hohhot), China (Chengdu), Indonesia (Jakarta), UK (London), India (Mumbai), and China (Heyuan). You do not need to submit a ticket to use this feature.",Aug 25 2020
ApsaraDB for POLARDB - New Version Fully Compatible with MySQL 5.7 Released,New Features,PolarDB for MySQL 5.7 is now officially released and charged. You can purchase this service to implement MySQL 5.7 features.,"Target customers: MySQL 5.7 users, including the users who use on-premises data centers, on-premises Elastic Compute Service (ECS) instances, and Relational Database Service (RDS).
Features released: PolarDB for MySQL 5.7 is now officially released and charged. This version is fully compatible with MySQL 5.7. You can use this service to implement MySQL 5.7 features.",Aug 21 2020
Image Search - Supports More Image Formats,New Features,"Image Search now supports more image formats, sizes, and resolutions when you import images or search for images.","Target customers: Image Search users that require copyright protection or need to search for images of e-commerce merchandises, fabrics, specific subjects, or trademarks based on sample images.
Features released: supports images up to 4 MB.
Supported image formats: PNG, JPG, JPEG, BMP, GIF, WebP, TIFF, and PPM.
When you search for images of merchandises, trademarks, or specific subjects based on sample images, the width and height of the sample image must be at least 100 pixels and at most 4,096 pixels.
When you search for images of fabrics based on sample images, the width and height of the sample image must be at least 448 pixels and at most 4,096 pixels.",Aug 21 2020
Time Series DataBase - Time Series and Spatial-Temporal Database Available for Commercial Use,New Features,Time Series and Spatial-Temporal Database is available for commercial use and incurs charages.,"Target customers: all users.
Features released: 1. Supports the database engine scale-out and scale-up features.
2. Supports the storage scale-up feature.
3. Supports minor updates.
4. Supports integration with Cloud Monitor.",Aug 31 2020
MaxCompute - MaxCompute Query Acceleration Available for Public Review,New Features,The MaxCompute Query Acceleration (MCQA) feature accelerates the execution of small and medium-sized query jobs. It reduces the job execution time from minutes to seconds. This feature is compatible with other query features of MaxCompute.,"Target customers: BI engineers and data analysts who conduct iterative and interactive data exploration.
Business systems and data analysts that require quick access to large volumes of historical data.
Data development engineers who perform query verification and function debugging.
Feature released: The MCQA feature enables EB-level data warehousing services to provide elastic concurrent queries within seconds. Based on MaxCompute throughput optimizations, this feature provides support for scenarios where services are latency-sensitive. This feature also allows you to use MaxCompute in different scenarios, such as ETL, data mining (machine learning), data exploration (ad-hoc queries), and report analysis. It automatically identifies small jobs, accelerates the job execution, and quickly generates query results. This improves the processing performance of MaxCompute SQL.",Aug 31 2020
MaxCompute - Mars Put Into Commercial Use,New Features,"Mars is a tensor-based engine for data scientific computing. It uses distributed computing technologies to accelerate data computing that involves NumPy, pandas, scikit-learn, and Python functions.","Target customers: Python data analysts, data engineers, and developers.
Feature released: Mars uses parallel and distributed computing technologies to accelerate Python data scientific computing. It is compatible with NumPy, pandas, and scikit-learn APIs. The Remote API of Mars allows Python functions to be easily and concurrently executed. Mars can be easily integrated with TensorFlow, PyTorch, and XGBoost. If you use Mars in MaxCompute, you can start Mars clusters by using simple APIs. Mars is out-of-the-box, which frees you from creating and maintaining clusters. For example, Mars is automatically installed on DataWorks PyODPS 3 nodes. Mars tasks in a cluster can directly read and write MaxCompute tables. After a Mars cluster is created, tasks can be directly submitted to the Mars cluster for execution. Mars ensures high performance of tasks whose data volume is less than 1 TB.",Aug 31 2020
Data Transmission Service - Supports Data Migration from a MySQL Database to a User-Created Kafka Cluster,New Features,You can use Data Transmission Service (DTS) to migrate data from a MySQL database to a user-created Kafka cluster that is connected over the Internet.,"Target customers: users who need to migrate data to a user-created Kafka cluster that is connected over the Internet.
Features released: You can use DTS to migrate data from a MySQL database to a user-created Kafka cluster that is connected over the Internet.",Aug 21 2020
Intelligent Speech Interaction - Speech Recognition Products Add Support for Five New Languages,New Features,"Speech recognition products have upgraded and added support for five new languages. These languages include Korean, Indonesian, Vietnamese, Arabic, and Kazakh. These ASR models are applicable for general use in non-phonecall scenarios.","Target customers: Customers that require speech recognition in multiple languages for general use in non-phonecall scenarios.
Features released: Speech recognition products have upgraded and added support for five new languages. These languages include Korean, Indonesian, Vietnamese, Arabic, and Kazakh. These ASR models are applicable for general use in non-phonecall scenarios, and can be applied to multiple products, such as mobile phone voice assistants.
Your comments are appreciated.",Sep 15 2020
MaxCompute - Logview Updated,New Features,"Logview is updated to support more monitoring metrics, job execution playback, and Fuxi Sensor. You can view memory usage and CPU utilization by using Fuxi Sensor.","Target customers: data developers and O&M engineers of MaxCompute.
Features released: Logview now provides the following new job diagnosis features:
Provides an interactive directed acyclic graph (DAG) to display the logical architecture of job processing. You can also view the operators of the job.
Supports job execution playback.
Allows you to view memory usage and CPU utilization by using Fuxi Sensor.
",Sep 10 2020
ApsaraDB for Redis - Provides Client IP Addresses in Slow Query Logs of Enhanced Edition Cluster Instances,Experience Enhancements,ApsaraDB for Redis Enhanced Edition (Tair) now provides client IP addresses when you query slow logs of cluster instances.,"Before this release, you cannot view client IP addresses in slow query logs due to the proxy mode. ApsaraDB for Redis Enhanced Edition (Tair) now provides client IP addresses when you query slow logs of cluster instances. This allows you to troubleshoot issues based on details of slow query logs. Note that this feature is not supported in cluster instances of Community Edition.",Aug 28 2020
Data Lake Analytics - SQL (Presto-Compatible) CU Edition Released,New Features,The SQL (Presto-compatible) CU edition of Data Lake Analytics (DLA) helps enterprises analyze data stored on Object Storage Service (OSS) at a low cost.,"Target customers: all users.
Features released: The SQL (Presto-compatible) CU edition of DLA is released. This edition applies to scenarios with high resource isolation requirements or high query frequency.

This edition provides the following benefits:
Improves cost-effectiveness by two to ten times greater than user-created Presto data sources.
Implements an out-of-the-box service.
Offers easy-to-use SQL statements.
Allows you to easily import data to data lakes.
Achieves high availability (HA) of built-in coordinators.
Optimizes connectors.
Supports the MySQL ecosystem.
Provides a well-developed permission control system.",Aug 28 2020
ApsaraDB for POLARDB - Supports Time Zone Settings on Alibaba Cloud International Site,New Features,PolarDB for MySQL allows you to specify Time Zone when you create a cluster on Alibaba Cloud International site (alibabacloud.com).,"Target customers: users who require global deployments.
Features released: when you create a cluster on Alibaba Cloud International site (alibabacloud.com), you can specify the Time Zone parameter on the buy page.",Sep 21 2020
ApsaraDB for POLARDB - Supports Table Name Case Sensitivity Settings on Alibaba Cloud International Site,New Features,PolarDB for MySQL allows you to specify Table Name Case Sensitivity when you create a cluster on Alibaba Cloud International site (alibabacloud.com).,"Target customers: new users who have requirements on the case of table names.
Features released: when you create a cluster on Alibaba Cloud International site (alibabacloud.com), you can specify the Table Name Case Sensitivity parameter on the buy page.",Sep 21 2020
ApsaraDB for PostgreSQL - New Security Features Released,New Features,New security features have been released for ApsaraDB RDS for PostgreSQL 12 to specify the version of Secure Sockets Layer (SSL) that is used to connect databases.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: ApsaraDB RDS for PostgreSQL 12 now allows you to specify the SSL version by editing the ssl_min_protocol_version and ssl_max_protocol_version parameters in the console.
For example, you can deny vulnerable SSL connections from a client to an ApsaraDB RDS for PostgreSQL database.",Sep 18 2020
ApsaraDB for PostgreSQL - Supports Time Zone Modification,New Features,ApsaraDB RDS for PostgreSQL allows you to modify the time zone of instances.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: ApsaraDB RDS for PostgreSQL allows you to modify the time zone of instances by editing parameters in the console.",Sep 18 2020
